timestamp,temperature,humidity,pressure,altitude
28:06:2026 11:19,18.9,88.9,917.6,829.0
28:06:2026 11:20,19.0,88.8,917.6,828.9
28:06:2026 11:21,19.0,88.9,917.6,828.9
28:06:2026 11:22,19.0,88.8,917.6,829.1
28:06:2026 11:23,19.0,88.8,917.5,829.2
28:06:2026 11:24,19.0,88.9,917.6,828.8
28:06:2026 11:25,19.0,88.8,917.6,828.8
28:06:2026 11:26,19.0,88.8,917.5,829.2
28:06:2026 11:27,19.0,88.8,917.6,829.1
28:06:2026 11:28,19.0,88.9,917.5,829.3
28:06:2026 11:30,19.0,88.9,917.5,829.4
28:06:2026 11:31,19.0,89.1,917.5,829.8
28:06:2026 11:32,19.1,88.9,917.5,830.0
28:06:2026 11:33,19.1,88.8,917.5,829.5
28:06:2026 11:34,19.1,88.8,917.5,829.8
28:06:2026 11:35,19.1,89.0,917.5,829.7
28:06:2026 11:36,19.1,88.8,917.5,829.3
28:06:2026 11:37,19.1,88.7,917.5,829.8
28:06:2026 11:38,19.1,88.7,917.5,829.3
28:06:2026 11:39,19.1,88.9,917.5,829.9
28:06:2026 11:40,19.0,89.0,917.5,829.9
28:06:2026 11:42,19.1,88.9,917.4,830.5
28:06:2026 11:43,19.1,88.7,917.4,830.5
28:06:2026 11:44,19.2,88.7,917.4,830.7
28:06:2026 11:45,19.2,88.4,917.4,830.9
28:06:2026 11:46,19.2,88.5,917.4,830.7
28:06:2026 11:47,19.2,88.6,917.3,831.2
28:06:2026 11:48,19.2,87.7,917.3,831.2
28:06:2026 11:49,19.3,88.1,917.3,831.4
28:06:2026 11:50,19.2,88.0,917.3,831.4
28:06:2026 11:51,19.2,88.3,917.3,831.4
28:06:2026 11:52,19.2,88.3,917.3,831.5
28:06:2026 11:54,19.2,88.4,917.3,831.4
28:06:2026 11:55,19.2,88.5,917.3,831.3
28:06:2026 11:56,19.3,88.3,917.3,831.6
28:06:2026 11:57,19.3,88.0,917.2,831.9
28:06:2026 11:58,19.3,88.3,917.2,832.5
28:06:2026 11:59,19.3,88.2,917.2,832.7
28:06:2026 12:00,19.3,88.2,917.1,833.0
28:06:2026 12:01,19.3,88.3,917.1,833.2
28:06:2026 12:02,19.3,88.3,917.1,833.3
28:06:2026 12:03,19.3,88.0,917.0,833.7
28:06:2026 12:04,19.3,88.4,917.1,833.6
28:06:2026 12:06,19.3,88.3,917.1,833.2
28:06:2026 12:07,19.3,88.2,917.0,833.8
28:06:2026 12:08,19.3,88.1,917.1,833.3
28:06:2026 12:09,19.2,88.2,917.1,833.6
28:06:2026 12:10,19.3,88.4,917.0,834.1
28:06:2026 12:11,19.3,88.2,917.0,834.2
28:06:2026 12:12,19.2,88.3,917.0,834.1
28:06:2026 12:13,19.3,88.3,917.0,834.2
28:06:2026 12:14,19.3,87.4,917.0,834.1
28:06:2026 12:15,19.3,86.8,917.0,834.5
28:06:2026 12:16,19.3,86.8,916.9,834.5
28:06:2026 12:18,19.3,86.7,916.9,834.8
28:06:2026 12:19,19.3,86.8,916.9,834.7
28:06:2026 12:20,19.2,86.7,916.9,835.1
28:06:2026 12:21,19.3,86.5,916.8,835.7
28:06:2026 12:22,19.3,86.5,916.8,835.8
28:06:2026 12:23,19.3,86.6,916.8,835.8
28:06:2026 12:24,19.2,86.5,916.8,836.0
28:06:2026 12:25,19.3,86.4,916.7,836.4
28:06:2026 12:26,19.3,86.4,916.7,836.7
28:06:2026 12:27,19.3,86.2,916.7,836.9
28:06:2026 12:28,19.3,86.1,916.7,837.1
28:06:2026 12:30,19.3,86.3,916.6,837.4
28:06:2026 12:31,19.3,86.1,916.6,837.5
28:06:2026 12:32,19.3,86.4,916.5,838.2
28:06:2026 12:33,19.4,85.8,916.5,838.2
28:06:2026 12:34,19.4,85.7,916.5,838.4
28:06:2026 12:35,19.3,86.1,916.4,839.1
28:06:2026 12:36,19.3,85.5,916.4,839.2
28:06:2026 12:37,19.3,85.7,916.4,839.4
28:06:2026 12:38,19.3,85.8,916.4,839.6
28:06:2026 12:39,19.3,86.1,916.4,839.8
28:06:2026 12:40,19.3,85.9,916.3,840.0
28:06:2026 12:42,19.3,86.2,916.3,840.4
28:06:2026 12:43,19.3,86.2,916.3,840.5
28:06:2026 12:44,19.3,85.8,916.3,840.7
28:06:2026 12:45,19.3,85.8,916.3,840.6
28:06:2026 12:46,19.3,85.9,916.3,840.6
28:06:2026 12:47,19.3,85.9,916.2,841.1
28:06:2026 12:48,19.4,85.9,916.3,840.7
28:06:2026 12:49,19.3,85.8,916.2,841.2
28:06:2026 12:50,19.3,85.7,916.3,840.7
28:06:2026 12:51,19.4,85.5,916.3,840.7
28:06:2026 12:53,19.4,85.3,916.2,841.0
28:06:2026 12:54,19.4,85.1,916.2,841.2
28:06:2026 12:55,19.4,85.0,916.2,841.3
28:06:2026 12:56,19.4,84.9,916.1,842.2
28:06:2026 12:57,19.4,85.0,916.1,842.1
28:06:2026 12:58,19.4,84.8,916.1,842.0
28:06:2026 12:59,19.4,84.6,916.1,842.6
28:06:2026 13:00,19.4,84.5,916.0,842.9
28:06:2026 13:01,19.5,84.5,916.0,843.0
28:06:2026 13:02,19.5,84.4,916.0,843.2
28:06:2026 13:04,19.5,84.6,916.0,843.2
28:06:2026 13:05,19.6,84.2,916.0,843.4
28:06:2026 13:06,19.6,84.2,915.9,843.8
28:06:2026 13:07,19.5,84.3,915.9,843.8
28:06:2026 13:08,19.5,84.6,915.9,843.7
28:06:2026 13:09,19.6,84.6,915.9,844.2
28:06:2026 13:10,19.6,84.6,915.9,844.2
28:06:2026 13:11,19.6,84.3,915.9,844.3
28:06:2026 13:12,19.5,84.1,915.8,844.7
28:06:2026 13:13,19.5,84.5,915.8,844.5
28:06:2026 13:14,19.6,84.2,915.8,845.2
28:06:2026 13:16,19.6,84.2,915.7,845.7
28:06:2026 13:17,19.6,84.2,915.7,845.4
28:06:2026 13:18,19.7,83.8,915.7,845.7
28:06:2026 13:19,19.6,84.1,915.7,845.7
28:06:2026 13:20,19.6,84.0,915.7,845.7
28:06:2026 13:21,19.5,84.2,915.7,846.0
28:06:2026 13:22,19.6,84.5,915.7,846.0
28:06:2026 13:23,19.6,84.2,915.7,846.0
28:06:2026 13:24,19.7,84.3,915.6,846.4
28:06:2026 13:25,19.4,83.1,915.7,846.0
28:06:2026 13:27,19.5,84.6,915.7,845.8
28:06:2026 13:28,19.7,83.9,915.6,846.4
28:06:2026 13:29,19.7,83.9,915.7,846.1
28:06:2026 13:30,19.6,84.1,915.6,846.7
28:06:2026 13:31,19.7,83.7,915.6,846.5
28:06:2026 13:32,19.6,83.9,915.7,846.2
28:06:2026 13:33,19.8,83.3,915.7,846.0
28:06:2026 13:34,19.7,83.6,915.6,846.3
28:06:2026 13:35,19.7,83.0,915.6,846.3
28:06:2026 13:36,19.8,82.3,915.6,846.9
28:06:2026 13:37,19.7,82.9,915.6,846.9
28:06:2026 13:39,19.7,82.8,915.5,847.4
28:06:2026 13:40,19.7,82.7,915.5,847.6
28:06:2026 13:41,19.7,83.0,915.5,847.5
28:06:2026 13:42,19.7,83.1,915.4,848.1
28:06:2026 13:43,19.8,82.9,915.4,848.3
28:06:2026 13:44,19.7,83.0,915.4,848.8
28:06:2026 13:45,19.8,83.0,915.3,849.0
28:06:2026 13:46,19.8,83.0,915.3,849.2
28:06:2026 13:47,19.8,83.2,915.3,849.3
28:06:2026 13:48,19.9,82.9,915.3,849.3
28:06:2026 13:49,19.8,83.1,915.3,849.2
28:06:2026 13:51,19.8,83.4,915.3,849.3
28:06:2026 13:52,19.8,83.4,915.3,849.7
28:06:2026 13:53,19.7,83.6,915.3,849.4
28:06:2026 13:54,19.8,83.4,915.4,848.9
28:06:2026 13:55,19.8,83.4,915.4,848.8
28:06:2026 13:56,19.8,83.2,915.3,849.2
28:06:2026 13:57,19.8,83.0,915.3,849.1
28:06:2026 13:58,19.8,83.3,915.4,848.8
28:06:2026 13:59,19.8,83.1,915.3,849.2
28:06:2026 14:00,19.7,83.4,915.4,848.6
28:06:2026 14:02,19.8,83.2,915.3,849.5
28:06:2026 14:03,19.8,82.8,915.3,849.2
28:06:2026 14:04,19.8,83.0,915.3,849.3
28:06:2026 14:05,19.8,82.9,915.3,849.3
28:06:2026 14:06,19.7,83.1,915.2,850.0
28:06:2026 14:07,19.8,83.1,915.2,850.2
28:06:2026 14:08,19.8,83.0,915.1,850.8
28:06:2026 14:09,19.8,83.0,915.2,850.5
28:06:2026 14:10,19.8,83.1,915.2,850.6
28:06:2026 14:11,19.7,83.4,915.1,850.9
28:06:2026 14:12,19.8,83.2,915.1,851.0
28:06:2026 14:14,19.9,83.1,915.1,851.0
28:06:2026 14:15,19.8,83.5,915.1,851.0
28:06:2026 14:16,19.8,83.2,915.1,851.4
28:06:2026 14:17,19.8,83.5,915.1,851.1
28:06:2026 14:18,19.8,83.4,915.1,851.3
28:06:2026 14:19,19.9,83.6,915.1,851.4
28:06:2026 14:20,19.8,83.8,915.1,851.6
28:06:2026 14:21,19.8,84.1,915.1,851.7
28:06:2026 14:22,19.9,84.2,915.1,851.5
28:06:2026 14:23,19.9,84.2,915.1,850.8
28:06:2026 14:25,19.9,84.3,915.2,850.7
28:06:2026 14:26,19.9,84.4,915.2,850.8
28:06:2026 14:27,19.9,84.7,915.2,850.6
28:06:2026 14:28,19.9,84.7,915.2,850.6
28:06:2026 14:29,19.9,84.5,915.2,850.7
28:06:2026 14:30,19.9,84.6,915.1,850.8
28:06:2026 14:31,19.9,84.7,915.1,851.2
28:06:2026 14:32,19.9,84.6,915.0,851.8
28:06:2026 14:33,19.8,85.1,915.0,851.9
28:06:2026 14:34,19.9,85.1,915.0,851.7
28:06:2026 14:35,19.9,84.9,915.0,852.1
28:06:2026 14:37,19.9,84.9,915.0,852.0
28:06:2026 14:38,20.0,84.8,914.9,852.6
28:06:2026 14:39,20.0,84.9,915.0,852.4
28:06:2026 14:40,20.0,85.0,915.0,852.5
28:06:2026 14:41,20.0,85.1,915.0,852.2
28:06:2026 14:42,20.0,85.0,914.8,853.5
28:06:2026 14:43,19.9,85.2,914.9,853.5
28:06:2026 14:44,20.0,85.2,914.9,853.5
28:06:2026 14:45,20.0,85.1,914.8,854.0
28:06:2026 14:46,20.0,85.1,914.8,853.6
28:06:2026 14:47,20.0,85.2,914.9,853.4
28:06:2026 14:49,20.0,85.2,914.7,854.8
28:06:2026 14:50,20.1,85.1,914.7,854.8
28:06:2026 14:51,20.1,84.9,914.7,854.6
28:06:2026 14:52,20.1,85.1,914.7,854.8
28:06:2026 14:53,20.0,85.4,914.6,855.4
28:06:2026 14:54,20.0,85.5,914.6,855.5
28:06:2026 14:55,20.2,85.0,914.6,855.6
28:06:2026 14:56,20.1,85.1,914.6,855.6
28:06:2026 14:57,20.2,84.9,914.6,855.8
28:06:2026 14:58,20.1,85.2,914.7,855.1
28:06:2026 14:59,20.1,85.2,914.6,856.0
28:06:2026 15:01,20.1,85.3,914.6,855.8
28:06:2026 15:02,20.1,85.3,914.6,856.0
28:06:2026 15:03,20.2,85.2,914.5,856.3
28:06:2026 15:04,20.1,85.4,914.5,856.2
28:06:2026 15:05,20.1,85.5,914.5,856.6
28:06:2026 15:06,20.1,85.3,914.5,856.6
28:06:2026 15:07,20.1,85.3,914.5,856.4
28:06:2026 15:08,20.2,85.3,914.6,856.2
28:06:2026 15:09,20.2,85.0,914.5,856.5
28:06:2026 15:10,20.2,85.2,914.5,856.9
28:06:2026 15:11,20.2,85.4,914.5,856.7
28:06:2026 15:13,20.1,85.4,914.5,856.4
28:06:2026 15:14,20.1,85.6,914.5,857.0
28:06:2026 15:15,20.1,85.5,914.4,857.2
28:06:2026 15:16,20.2,85.4,914.4,857.1
28:06:2026 15:17,20.2,85.3,914.4,857.6
28:06:2026 15:18,20.2,85.3,914.4,857.6
28:06:2026 15:19,20.2,85.4,914.3,858.3
28:06:2026 15:20,20.2,85.4,914.3,858.2
28:06:2026 15:21,20.2,85.5,914.4,857.7
28:06:2026 15:22,20.2,85.4,914.3,858.2
28:06:2026 15:23,20.2,85.7,914.3,858.4
28:06:2026 15:25,20.2,85.6,914.3,858.3
28:06:2026 15:26,20.2,85.9,914.3,858.7
28:06:2026 15:27,20.3,85.6,914.3,858.4
28:06:2026 15:28,20.2,85.7,914.3,858.9
28:06:2026 15:29,20.3,85.5,914.3,858.8
28:06:2026 15:30,20.3,85.5,914.2,859.2
28:06:2026 15:31,20.3,85.5,914.2,859.3
28:06:2026 15:32,20.3,85.6,914.2,859.1
28:06:2026 15:33,20.3,85.5,914.2,859.2
28:06:2026 15:34,20.3,85.6,914.3,858.8
28:06:2026 15:35,20.3,85.5,914.2,859.0
28:06:2026 15:37,20.3,85.6,914.2,859.1
28:06:2026 15:38,20.3,85.6,914.2,859.2
28:06:2026 15:39,20.3,85.6,914.2,859.3
28:06:2026 15:40,20.3,85.6,914.2,859.6
28:06:2026 15:41,20.4,85.5,914.1,859.9
28:06:2026 15:42,20.4,85.4,914.1,860.0
28:06:2026 15:43,20.4,85.5,914.1,860.2
28:06:2026 15:44,20.4,85.6,914.1,860.2
28:06:2026 15:45,20.4,85.7,914.1,860.2
28:06:2026 15:46,20.4,85.6,914.0,861.1
28:06:2026 15:47,20.4,85.5,914.0,861.1
28:06:2026 15:49,20.4,85.5,914.0,861.4
28:06:2026 15:50,20.4,85.5,913.9,861.9
28:06:2026 15:51,20.4,85.6,914.0,861.1
28:06:2026 15:52,20.4,85.7,914.0,861.6
28:06:2026 15:53,20.3,85.8,914.0,861.5
28:06:2026 15:54,20.4,85.5,914.1,860.7
28:06:2026 15:55,20.4,85.7,914.1,860.5
28:06:2026 15:56,20.5,85.4,914.0,860.8
28:06:2026 15:57,20.4,85.5,914.0,861.2
28:06:2026 15:58,20.5,85.5,914.0,861.6
28:06:2026 15:59,20.5,85.5,913.9,862.1
28:06:2026 16:01,20.5,85.6,913.9,862.2
28:06:2026 16:02,20.6,85.1,913.9,861.7
28:06:2026 16:03,20.5,85.4,914.0,861.2
28:06:2026 16:04,20.5,85.3,913.9,861.9
28:06:2026 16:05,20.5,85.6,913.9,862.1
28:06:2026 16:06,20.6,85.3,914.0,861.5
28:06:2026 16:07,20.5,85.4,914.0,861.4
28:06:2026 16:08,20.5,85.6,914.0,861.1
28:06:2026 16:09,20.5,85.5,913.9,861.7
28:06:2026 16:10,20.5,85.7,914.0,861.4
28:06:2026 16:12,20.5,85.7,913.9,861.6
28:06:2026 16:13,20.5,85.8,914.0,861.3
28:06:2026 16:14,20.4,85.9,914.0,861.2
28:06:2026 16:15,20.5,86.0,914.0,861.0
28:06:2026 16:16,20.5,86.0,913.9,861.8
28:06:2026 16:17,20.4,86.0,914.0,861.5
28:06:2026 16:18,20.4,86.0,913.9,861.9
28:06:2026 16:19,20.4,86.2,913.8,862.6
28:06:2026 16:20,20.5,86.0,913.8,862.6
28:06:2026 16:21,20.4,86.1,913.9,862.5
28:06:2026 16:22,20.5,86.0,913.9,862.4
28:06:2026 16:23,20.4,86.2,913.9,861.9
28:06:2026 16:25,20.4,86.2,913.9,861.8
28:06:2026 16:26,20.4,86.2,913.9,862.3
28:06:2026 16:27,20.5,86.1,913.9,862.4
28:06:2026 16:28,20.4,86.2,913.8,862.8
28:06:2026 16:29,20.4,86.4,913.9,862.2
28:06:2026 16:30,20.4,85.8,913.9,862.4
28:06:2026 16:31,20.4,86.3,913.8,863.0
28:06:2026 16:32,20.4,85.9,913.9,861.8
28:06:2026 16:33,20.4,86.4,913.9,862.0
28:06:2026 16:34,20.4,86.4,913.9,861.8
28:06:2026 16:35,20.5,86.1,913.9,861.9
28:06:2026 16:37,20.4,86.4,913.9,861.6
28:06:2026 16:38,20.5,86.5,914.0,861.6
28:06:2026 16:39,20.4,86.4,913.9,861.7
28:06:2026 16:40,20.5,86.3,913.9,862.0
28:06:2026 16:41,20.4,86.4,913.9,861.7
28:06:2026 16:42,20.5,86.2,913.9,861.8
28:06:2026 16:43,20.5,86.2,914.0,861.2
28:06:2026 16:44,20.5,86.2,914.0,861.4
28:06:2026 16:45,20.4,86.4,914.0,861.3
28:06:2026 16:46,20.5,86.4,914.0,861.2
28:06:2026 16:47,20.5,86.2,914.0,861.1
28:06:2026 16:49,20.5,86.3,914.0,861.5
28:06:2026 16:50,20.5,86.4,914.0,861.0
28:06:2026 16:51,20.6,86.2,914.0,861.6
28:06:2026 16:52,20.5,86.2,914.0,861.2
28:06:2026 16:53,20.5,86.3,914.0,861.2
28:06:2026 16:54,20.5,86.3,914.0,861.2
28:06:2026 16:55,20.6,86.3,914.0,861.0
28:06:2026 16:56,20.5,86.4,914.1,860.7
28:06:2026 16:57,20.5,86.4,914.1,860.4
28:06:2026 16:58,20.5,86.5,914.1,860.1
28:06:2026 16:59,20.5,86.4,914.1,860.0
28:06:2026 17:01,20.4,86.7,914.1,859.9
28:06:2026 17:02,20.5,86.7,914.2,859.7
28:06:2026 17:03,20.5,86.5,914.2,859.8
28:06:2026 17:04,20.5,86.4,914.2,859.3
28:06:2026 17:05,20.5,86.7,914.2,859.1
28:06:2026 17:06,20.5,86.5,914.2,859.2
28:06:2026 17:07,20.5,86.6,914.2,858.9
28:06:2026 17:08,20.5,86.5,914.3,858.9
28:06:2026 17:09,20.5,86.6,914.2,859.0
28:06:2026 17:10,20.6,86.6,914.3,858.7
28:06:2026 17:11,20.6,86.5,914.3,858.9
28:06:2026 17:13,20.6,86.6,914.3,858.5
28:06:2026 17:14,20.6,86.6,914.3,858.3
28:06:2026 17:15,20.6,86.7,914.4,857.8
28:06:2026 17:16,20.6,86.7,914.4,858.0
28:06:2026 17:17,20.6,86.4,914.4,857.8
28:06:2026 17:18,20.6,86.5,914.4,858.0
28:06:2026 17:19,20.6,86.5,914.4,857.8
28:06:2026 17:20,20.6,86.6,914.4,857.7
28:06:2026 17:21,20.7,86.6,914.4,857.8
28:06:2026 17:22,20.6,86.5,914.4,857.7
28:06:2026 17:23,20.6,86.5,914.4,858.0
28:06:2026 17:25,20.7,86.6,914.4,857.6
28:06:2026 17:26,20.7,86.4,914.4,857.7
28:06:2026 17:27,20.7,86.5,914.4,857.9
28:06:2026 17:28,20.7,86.1,914.4,857.5
28:06:2026 17:29,20.7,86.5,914.4,857.4
28:06:2026 17:30,20.6,86.5,914.4,857.6
28:06:2026 17:31,20.6,86.5,914.5,857.0
28:06:2026 17:32,20.6,86.6,914.5,856.9
28:06:2026 17:33,20.7,86.4,914.4,857.3
28:06:2026 17:34,20.7,86.3,914.4,857.4
28:06:2026 17:35,20.6,86.8,914.4,857.2
28:06:2026 17:37,20.5,87.2,914.4,857.2
28:06:2026 17:38,20.4,87.4,914.5,856.8
28:06:2026 17:39,20.4,87.5,914.5,856.8
28:06:2026 17:40,20.3,87.6,914.5,856.7
28:06:2026 17:41,20.3,87.7,914.5,856.7
28:06:2026 17:42,20.3,87.7,914.5,856.7
28:06:2026 17:43,20.3,87.8,914.5,856.3
28:06:2026 17:44,20.2,88.0,914.5,856.4
28:06:2026 17:45,20.2,88.1,914.6,855.9
28:06:2026 17:46,20.2,88.1,914.6,855.7
28:06:2026 17:47,20.1,88.3,914.6,855.8
28:06:2026 17:49,20.1,88.2,914.6,855.7
28:06:2026 17:50,20.1,88.3,914.6,855.7
28:06:2026 17:51,20.1,88.3,914.6,855.3
28:06:2026 17:52,20.1,88.3,914.7,855.2
28:06:2026 17:53,20.1,88.2,914.7,854.9
28:06:2026 17:54,20.1,88.2,914.7,854.9
28:06:2026 17:55,20.0,88.4,914.7,854.7
28:06:2026 17:56,20.0,88.5,914.7,854.8
28:06:2026 17:57,20.0,88.4,914.7,854.5
28:06:2026 17:58,20.0,88.4,914.8,854.2
28:06:2026 18:00,20.0,88.5,914.8,854.4
28:06:2026 18:01,20.0,88.3,914.8,854.3
28:06:2026 18:02,19.9,88.5,914.8,853.7
28:06:2026 18:03,20.0,88.4,914.8,854.3
28:06:2026 18:04,19.9,88.5,914.8,854.2
28:06:2026 18:05,20.0,88.4,914.8,854.3
28:06:2026 18:06,19.9,88.4,914.7,854.6
28:06:2026 18:07,20.0,88.4,914.7,855.1
28:06:2026 18:08,19.9,88.4,914.7,855.2
28:06:2026 18:09,19.9,88.4,914.7,855.1
28:06:2026 18:10,19.9,88.5,914.7,855.0
28:06:2026 18:12,19.9,88.5,914.7,854.6
28:06:2026 18:13,19.8,88.6,914.7,854.5
28:06:2026 18:14,19.8,88.6,914.8,854.1
28:06:2026 18:15,19.9,88.5,914.8,854.1
28:06:2026 18:16,19.8,88.5,914.8,853.8
28:06:2026 18:17,19.8,88.6,914.8,853.6
28:06:2026 18:18,19.9,88.5,914.8,853.6
28:06:2026 18:19,19.9,88.5,914.8,853.7
28:06:2026 18:20,19.8,88.6,914.8,853.7
28:06:2026 18:21,19.8,88.5,914.9,853.5
28:06:2026 18:23,19.8,88.6,914.9,853.3
28:06:2026 18:24,19.8,88.6,914.9,852.9
28:06:2026 18:25,19.7,88.8,914.9,853.0
28:06:2026 18:26,19.8,88.7,914.9,852.6
28:06:2026 18:27,19.7,88.9,914.9,852.7
28:06:2026 18:28,19.7,88.9,915.0,852.5
28:06:2026 18:29,19.7,88.8,915.0,852.2
28:06:2026 18:30,19.8,88.7,915.0,852.5
28:06:2026 18:31,19.7,88.7,914.9,852.6
28:06:2026 18:32,19.8,88.7,915.0,852.1
28:06:2026 18:33,19.8,88.7,915.0,852.0
28:06:2026 18:35,19.7,88.7,915.0,851.8
28:06:2026 18:36,19.8,88.6,915.1,851.5
28:06:2026 18:37,19.8,88.6,915.1,851.4
28:06:2026 18:38,19.8,87.6,915.1,851.4
28:06:2026 18:39,19.8,88.1,915.1,851.4
28:06:2026 18:40,19.8,88.5,915.1,851.2
28:06:2026 18:41,19.9,88.3,915.1,851.3
28:06:2026 18:42,19.9,88.1,915.1,851.3
28:06:2026 18:43,20.0,88.1,915.1,851.4
28:06:2026 18:44,20.0,87.9,915.1,851.4
28:06:2026 18:45,20.0,87.9,915.1,851.3
28:06:2026 18:47,20.1,87.7,915.1,851.4
28:06:2026 18:48,20.1,87.5,915.1,851.5
28:06:2026 18:49,20.1,87.5,915.1,851.1
28:06:2026 18:50,20.1,87.5,915.1,851.4
28:06:2026 18:51,20.1,87.7,915.1,851.2
28:06:2026 18:52,20.2,87.4,915.1,851.5
28:06:2026 18:53,20.2,87.3,915.1,851.2
28:06:2026 18:54,20.3,87.0,915.1,851.3
28:06:2026 18:55,20.4,86.9,915.1,851.0
28:06:2026 18:56,20.4,86.9,915.1,851.0
28:06:2026 18:58,20.4,86.9,915.2,850.7
28:06:2026 18:59,20.4,87.0,915.1,850.9
28:06:2026 19:00,20.5,87.2,915.1,851.0
28:06:2026 19:01,20.6,86.8,915.1,850.9
28:06:2026 19:02,20.6,87.0,915.2,850.7
28:06:2026 19:03,20.5,87.3,915.2,850.4
28:06:2026 19:04,20.5,87.3,915.2,850.4
28:06:2026 19:05,20.5,87.5,915.2,850.6
28:06:2026 19:06,20.5,87.5,915.1,850.8
28:06:2026 19:07,20.6,87.4,915.1,850.9
28:06:2026 19:09,20.6,87.6,915.2,850.8
28:06:2026 19:10,20.6,87.4,915.1,851.4
28:06:2026 19:11,20.7,87.2,915.1,851.6
28:06:2026 19:12,20.6,87.3,915.1,851.6
28:06:2026 19:13,20.6,87.5,915.1,851.6
28:06:2026 19:14,20.6,87.6,915.1,851.4
28:06:2026 19:15,20.7,87.4,915.1,851.5
28:06:2026 19:16,20.6,87.6,915.0,851.8
28:06:2026 19:17,20.6,87.7,915.2,850.8
28:06:2026 19:18,20.7,87.5,915.2,850.0
28:06:2026 19:19,20.6,87.7,915.3,849.9
28:06:2026 19:21,20.7,87.3,915.3,849.7
28:06:2026 19:22,20.6,87.6,915.3,849.4
28:06:2026 19:23,20.7,87.7,915.3,849.3
28:06:2026 19:24,20.7,87.5,915.3,849.1
28:06:2026 19:25,20.6,87.7,915.4,848.6
28:06:2026 19:26,20.6,87.5,915.4,848.3
28:06:2026 19:27,20.7,87.7,915.4,848.3
28:06:2026 19:28,20.7,87.5,915.4,848.1
28:06:2026 19:29,20.7,87.6,915.5,847.8
28:06:2026 19:30,20.7,87.8,915.5,847.7
28:06:2026 19:31,20.7,87.9,915.5,847.5
28:06:2026 19:33,20.7,87.9,915.5,847.2
28:06:2026 19:35,20.7,87.6,915.6,847.1
28:06:2026 19:36,20.7,87.9,915.6,846.9
28:06:2026 19:37,20.6,87.9,915.6,846.7
28:06:2026 19:38,20.6,88.2,915.7,846.1
28:06:2026 19:39,20.7,87.6,915.6,846.3
28:06:2026 19:40,20.7,88.1,915.7,845.9
28:06:2026 19:41,20.7,88.0,915.7,845.7
28:06:2026 19:42,20.7,88.1,915.7,845.6
28:06:2026 19:43,20.7,88.0,915.8,845.3
28:06:2026 19:45,20.7,87.9,915.8,845.1
28:06:2026 19:46,20.7,88.1,915.8,845.3
28:06:2026 19:47,20.7,88.0,915.7,845.5
28:06:2026 19:48,20.8,87.9,915.7,845.5
28:06:2026 19:49,20.8,88.0,915.7,845.4
28:06:2026 19:50,20.7,88.1,915.7,845.7
28:06:2026 19:51,20.7,88.1,915.7,845.6
28:06:2026 19:52,20.8,88.1,915.7,845.4
28:06:2026 19:53,20.8,88.0,915.7,845.4
28:06:2026 19:54,20.7,88.2,915.7,845.4
28:06:2026 19:55,20.7,88.3,915.8,844.9
28:06:2026 19:57,20.7,88.3,915.8,845.0
28:06:2026 19:58,20.8,88.1,915.8,845.2
28:06:2026 19:59,20.8,88.0,915.8,845.0
28:06:2026 20:00,20.8,88.2,915.8,845.1
28:06:2026 20:01,20.8,88.1,915.8,845.2
28:06:2026 20:02,20.8,88.0,915.8,845.1
28:06:2026 20:03,20.8,87.9,915.8,845.0
28:06:2026 20:04,20.8,88.2,915.8,844.8
28:06:2026 20:05,20.8,88.1,915.8,845.2
28:06:2026 20:06,20.8,88.0,915.8,844.8
28:06:2026 20:07,20.9,88.0,915.8,845.0
28:06:2026 20:09,20.9,87.9,915.8,844.8
28:06:2026 20:10,20.8,88.2,915.8,845.1
28:06:2026 20:11,20.9,88.0,915.8,844.9
28:06:2026 20:12,20.9,87.8,915.8,844.8
28:06:2026 20:13,20.8,88.1,915.8,844.7
28:06:2026 20:14,20.8,88.1,915.9,844.3
28:06:2026 20:15,20.9,88.1,915.9,844.3
28:06:2026 20:16,20.9,88.0,915.9,844.0
28:06:2026 20:17,20.9,88.1,915.9,843.9
28:06:2026 20:18,20.9,88.0,915.9,844.1
28:06:2026 20:19,20.8,88.1,915.9,844.2
28:06:2026 20:21,20.9,88.1,915.9,844.2
28:06:2026 20:22,21.0,87.9,915.9,844.4
28:06:2026 20:23,20.9,88.0,915.9,844.3
28:06:2026 20:24,20.9,88.0,915.8,844.6
28:06:2026 20:25,20.9,88.0,915.8,844.5
28:06:2026 20:26,20.9,88.0,915.8,844.5
28:06:2026 20:27,20.9,88.1,915.8,844.4
28:06:2026 20:28,20.9,88.2,915.8,844.7
28:06:2026 20:29,20.9,88.1,915.8,844.7
28:06:2026 20:30,20.9,88.0,915.8,844.7
28:06:2026 20:31,21.0,88.0,915.8,844.9
28:06:2026 20:33,20.9,87.9,915.8,845.0
28:06:2026 20:34,20.9,88.0,915.8,845.1
28:06:2026 20:35,20.9,87.9,915.8,845.3
28:06:2026 20:36,21.0,87.9,915.7,845.5
28:06:2026 20:37,20.9,87.9,915.7,845.5
28:06:2026 20:38,20.9,87.9,915.8,845.1
28:06:2026 20:39,21.0,88.0,915.8,845.0
28:06:2026 20:40,21.0,88.1,915.8,844.7
28:06:2026 20:41,21.0,88.2,915.9,843.6
28:06:2026 20:42,20.9,88.1,916.2,841.4
28:06:2026 20:43,20.9,88.2,916.4,839.1
